"V","E","uE"
-1.54518635477871,0.01055323945673,0.0251870374573444
0.493517766706645,0.0134856743766534,0.0251870374573444
-1.96201697457582,-0.0354243733591109,0.0251870374573444
0.0570045653730631,0.0050770033113981,0.0251870374573444
-0.869065665639937,0.0250750185000187,0.0251870374573444
1.34918251261115,-0.015919202772006,0.0251870374573444
-1.25310884136707,-0.018802536410206,0.0251870374573444
-0.789226517081261,-0.0162025989132611,0.0251870374573444
-1.12480183597654,0.0199359360267486,0.0251870374573444
1.65863266400993,0.0359912200522794,0.0251870374573444
-0.175634070299566,-0.00646790937936789,0.0251870374573444
0.0292274802923203,-0.00911973801309069,0.0251870374573444
-1.19500784948468,-0.0157099047271404,0.0251870374573444
1.22940936125815,0.00336755508861055,0.0251870374573444
-0.752702771686018,0.00486044754159014,0.0251870374573444
0.00798989180475473,0.0045961878044712,0.0251870374573444
-1.02428469061852,0.0148354215293118,0.0251870374573444
-0.761253592558205,0.0090783070294998,0.0251870374573444
-1.38800416421145,0.000288556793844552,0.0251870374573444
1.00480078812689,-0.0188090535553827,0.0251870374573444
1.45933532807976,-0.0541283548633928,0.0251870374573444
-1.94500024337322,-0.0339327010706565,0.0251870374573444
-0.767620971426368,0.000340529964931861,0.0251870374573444
0.258279359899461,-0.0124550907375534,0.0251870374573444
-1.94149097707123,0.0373336889384735,0.0251870374573444
0.0767599232494831,-0.00296027863435044,0.0251870374573444
-0.717422311194241,0.00660046881453189,0.0251870374573444
-0.112361115403473,-0.0108213435970602,0.0251870374573444
-1.21530139259994,0.0315441684494394,0.0251870374573444
-0.756516881287098,-0.0156341859293252,0.0251870374573444
-1.3344248784706,0.035703352505113,0.0251870374573444
-1.47354346327484,-0.0397046082207489,0.0251870374573444
-0.799203784205019,-0.031650342035025,0.0251870374573444
0.968478628434241,-0.0349999981598939,0.0251870374573444
-0.878968895412982,-0.0146544243470372,0.0251870374573444
-0.69727230258286,-0.0150842503284613,0.0251870374573444
-0.257875761017203,-0.0188414190526796,0.0251870374573444
-1.59692383557558,0.0585002513220732,0.0251870374573444
-1.12137351650745,0.0307020982415102,0.0251870374573444
-0.883375108242035,-0.0206130627938066,0.0251870374573444
0.977108860388398,0.0269459516616011,0.0251870374573444
1.76944286003709,-0.00143592668745984,0.0251870374573444
-0.993817195296288,0.000162185960822265,0.0251870374573444
-0.726216761395335,0.0271430240942857,0.0251870374573444
-1.49026640783995,-0.00625190268207698,0.0251870374573444
-0.128830666653812,0.0135163203055843,0.0251870374573444
0.526971263810992,0.0143411620547769,0.0251870374573444
1.93454045895487,-0.0216003625402443,0.0251870374573444
-0.572051689960063,0.0043159331202264,0.0251870374573444
0.263867269270122,0.0221441540739417,0.0251870374573444
-0.243831792846322,-0.00787668366491938,0.0251870374573444
1.4010596871376,-0.0214394982962887,0.0251870374573444
0.40759018342942,0.0352302287519298,0.0251870374573444
0.220506523735821,-0.00186434661356918,0.0251870374573444
-0.269970410503447,-0.00811024585020515,0.0251870374573444
0.549193038605154,-0.00226203639140983,0.0251870374573444
1.20960807707161,-0.0111578082038937,0.0251870374573444
0.337086069397628,0.0061249191010355,0.0251870374573444
-0.625709191896021,0.00978893335579436,0.0251870374573444
0.243549015372992,-0.0126538264210354,0.0251870374573444
-0.0847892565652728,-0.00402185791855679,0.0251870374573444
-1.69566670712084,0.0661109772005088,0.0251870374573444
1.36684252973646,0.00970415661628431,0.0251870374573444
0.970277464948595,0.00690278985144559,0.0251870374573444
-1.48692084662616,0.038253078998701,0.0251870374573444
1.28740471322089,0.0258543958095623,0.0251870374573444
1.93217609729618,0.016866348685019,0.0251870374573444
0.113437511958182,-0.00480827183658927,0.0251870374573444
0.105233970098197,0.00626653401912519,0.0251870374573444
-0.383306995034218,-0.00947357812061595,0.0251870374573444
0.26524302829057,-0.00622654224198904,0.0251870374573444
1.03224558476359,0.00347392123080545,0.0251870374573444
0.554773265495896,0.00688612571094325,0.0251870374573444
1.40124766528606,-0.005806512667073,0.0251870374573444
-0.967413406819105,-0.00825800251030796,0.0251870374573444
-0.00181445851922035,0.00849276998686305,0.0251870374573444
0.0356824612244964,-0.000139586524718329,0.0251870374573444
0.267835581675172,-0.0133354795874036,0.0251870374573444
0.26844828389585,-0.00856225594137485,0.0251870374573444
-0.771126599982381,-0.00041901261962033,0.0251870374573444
-0.303563287481666,-0.00755996653302385,0.0251870374573444
0.756470026448369,0.0323593880684179,0.0251870374573444
1.09409448783845,0.00411649916218221,0.0251870374573444
1.18769536353648,0.00192993394150946,0.0251870374573444
-0.944454105570912,-0.0110530361154557,0.0251870374573444
0.252325385808945,-0.0067659909894642,0.0251870374573444
0.358066174201667,0.000567287221168936,0.0251870374573444
-1.88177274540067,0.0114775571850839,0.0251870374573444
-1.51756438240409,-0.0421972363737667,0.0251870374573444
-1.93615748267621,-0.0783584387612368,0.0251870374573444
-0.571049344725907,0.0093218714996119,0.0251870374573444
1.1978508355096,-0.0474368031129708,0.0251870374573444
1.28491458576173,0.00298037874022268,0.0251870374573444
-0.621450711973011,-0.00463041934058194,0.0251870374573444
1.67405749298632,0.0299235762300277,0.0251870374573444
-0.876909504644573,-0.00191812449313953,0.0251870374573444
0.785164270550013,0.0148433728907096,0.0251870374573444
-0.345981290563941,0.0186190544158744,0.0251870374573444
0.434740106575191,0.00831976118687581,0.0251870374573444
-1.53828881494701,0.0116997550138211,0.0251870374573444
-0.588005991652608,0.0279102890538278,0.0251870374573444
-0.223864547908306,0.0172087088331915,0.0251870374573444
-1.23749678581953,0.0605372768860982,0.0251870374573444
1.07526306807995,0.0293701341620978,0.0251870374573444
-0.370994318276644,-0.00265914499654035,0.0251870374573444
-1.21332914382219,-0.0215025085864786,0.0251870374573444
-0.607114775106311,0.013306427436041,0.0251870374573444
1.44722123816609,-0.00806535387613952,0.0251870374573444
-0.642866467125714,-0.00479567881742274,0.0251870374573444
-1.25465238280594,0.0104782451338925,0.0251870374573444
0.935576250776649,0.0222534846679707,0.0251870374573444
-1.22039385978132,-0.00171003314015649,0.0251870374573444
-0.503336571156979,-0.0239801394691416,0.0251870374573444
-0.357882897369564,0.019226201938195,0.0251870374573444
0.0689859753474593,0.0202964307829698,0.0251870374573444
-0.758278243243694,-0.0286999507853114,0.0251870374573444
1.68366550747305,-0.0650181267819289,0.0251870374573444
0.974059537053108,-0.0218997992307748,0.0251870374573444
1.99532724544406,0.0791283110418337,0.0251870374573444
